0,1,2
अभिगम प्रोफाइल,डेटासेट्स,विलंब अवधि
पंजीकृत सामान्य उपयोगकर्ता,मर्यादित डेटा तक पहुँच,3 दिन का विलंब
पंजीकृत विशिष्ट उपयोगकर्ता,सभी डेटा तक पहुँच,एनआरटी अभिगम
अज्ञात उपयोगकर्ता,मेटाडेटा/ प्रतिबंब और ओपन डेटा का अभिगम,एनआरटी अभिगम
